"month","day","home","away","homerk","awayrk","date","hometrk","awaytrk","homeserv","homerecv","awayserv","awayrecv","homeservprob","awayservprob"
"10","02","Missouri St.","Southern Ill.","","",2023-10-02,204,176,-0.159946667111279,0.072936587758782,-0.155628116868452,0.182462107119726,0.421702036352456,0.436548144744777
"10","02","Prairie View","Southern U.","","",2023-10-02,274,326,-0.304083194050984,-0.0571291799563819,-0.375419982624555,-0.339544823161777,0.515515054750534,0.414617438978857
"10","02","Texas Southern","Alcorn","","",2023-10-02,336,345,-0.526412058176651,-0.519173297731637,-0.974453120379526,-0.710361850487823,0.552448428501892,0.381803959569323
"10","02","Utah Tech","Southern Utah","","",2023-10-02,197,223,-0.112714231728767,0.0448445706387889,-0.149152700885056,-0.00781382008376646,0.480439515045267,0.44506866999259
"10","03","VCU","Davidson","","",2023-10-03,196,122,-0.135366344162844,0.0750162021364042,-0.0919972105028685,0.294344054956157,0.400569709895209,0.451742699926187
"10","03","Duquesne","Dayton","","21",2023-10-03,266,17,-0.313968806739864,0.00296638751639152,0.276872656509498,0.557397401999799,0.300535809036606,0.561508811283349
"10","03","Liberty","Western Ky.","","",2023-10-03,115,22,-0.00379415255636975,0.222907376193737,0.177905286108121,0.615241590004681,0.356080423611766,0.482102497278891
"10","03","FIU","Middle Tenn.","","",2023-10-03,157,116,-0.0603511919329347,0.154230989317274,-0.147809117846578,0.367371586885236,0.401047058776824,0.418567035580751
"10","03","Central Conn. St.","Bryant","","",2023-10-03,334,254,-0.583669301131622,-0.374903692737868,-0.200265709309771,-0.04782654162,0.37537539949925,0.536937449578361
"10","03","Loyola Maryland","American","","",2023-10-03,222,205,-0.147367702124868,-0.00892545739890663,-0.174589255768961,0.0819431844350018,0.449499687147121,0.452076982276953
"10","03","UT Martin","Tennessee St.","","",2023-10-03,281,294,-0.383208017012241,-0.00741425427536392,-0.309516729411105,-0.118293839544129,0.440706401805655,0.418551857247331
"10","03","Western Ill.","Chicago St.","","",2023-10-03,268,162,-0.216173169029195,-0.0907973255138579,-0.186110434591228,0.271725635739518,0.386682148707079,0.469554803266434
"10","03","Saint Louis","Loyola Chicago","","",2023-10-03,189,85,-0.134949865353348,0.0878595761992274,-0.040909113919321,0.379617974527114,0.380376774332165,0.461231172805915
"10","03","Milwaukee","Green Bay","","",2023-10-03,133,249,-0.0625102573543397,0.238172477410698,-0.207223379398367,-0.0390209815832401,0.500782310418849,0.3841395785841
"10","03","Sam Houston","Louisiana Tech","","",2023-10-03,252,272,-0.300310689125119,0.0435054289390379,-0.274385206377973,-0.076844872451717,0.450946470984027,0.414714566841238
"10","03","New Mexico St.","UTEP","","",2023-10-03,87,67,0.0250553170886524,0.303458649113413,0.0499234464400203,0.360737317226744,0.423343349187225,0.430416089302359
"10","03","Wyoming","Colorado St.","","",2023-10-03,132,63,-0.12171652677025,0.301252970845264,0.023259545077317,0.429829875380657,0.371700653899184,0.424430443650661
"10","03","Cal St. Fullerton","UC Irvine","","",2023-10-03,283,190,-0.22474149522289,-0.1549126507104,-0.189139017660814,0.139048037449954,0.416496835161655,0.484793469314735
"10","04","Marquette","DePaul","","",2023-10-04,32,153,0.127421689355232,0.564800713855665,-0.125892381224431,0.22833513383829,0.481434807673468,0.327985258099251
"10","04","Liberty","Western Ky.","","",2023-10-04,115,22,-0.00379415255636975,0.222907376193737,0.177905286108121,0.615241590004681,0.356080423611766,0.482102497278891
"10","04","Fordham","Rhode Island","","",2023-10-04,208,315,-0.213834825204999,0.120458281066756,-0.324796359202444,-0.232579992624869,0.511338977415409,0.384172987626025
"10","04","Duquesne","Dayton","","21",2023-10-04,266,17,-0.313968806739864,0.00296638751639152,0.276872656509498,0.557397401999799,0.300535809036606,0.561508811283349
"10","04","Purdue","Illinois","17","",2023-10-04,21,99,0.195580934415696,0.598796748272692,-0.0764923941986224,0.376678119264409,0.461456951497005,0.331389410291377
"10","04","FDU","Stony Brook","","",2023-10-04,302,260,-0.360256682876997,-0.133907897298527,-0.376143603173003,0.075798775718314,0.399047140395415,0.433188402506204
"10","04","George Washington","George Mason","","",2023-10-04,233,234,-0.192870169223445,-0.000912731357795893,-0.211521819127824,0.0112552416630235,0.45573943235922,0.4409696759027
"10","04","FIU","Middle Tenn.","","",2023-10-04,157,116,-0.0603511919329347,0.154230989317274,-0.147809117846578,0.367371586885236,0.401047058776824,0.418567035580751
"10","04","Texas Tech","UCF","","",2023-10-04,130,27,-0.0196829519557292,0.19773885204235,0.233975429171422,0.481355110853305,0.383570731951062,0.502404495746235
"10","04","Manhattan","Stonehill","","",2023-10-04,337,330,-0.603367604922234,-0.483232221142101,-0.550977424664528,-0.29905221623265,0.431018509591575,0.476426559023535
"10","04","Miami (FL)","Florida St.","","",2023-10-04,49,34,0.110689298953263,0.477067654557739,0.137655326837545,0.532491652578612,0.402470023617254,0.40950045572056
"10","04","Sam Houston","Louisiana Tech","","",2023-10-04,252,272,-0.300310689125119,0.0435054289390379,-0.274385206377973,-0.076844872451717,0.450946470984027,0.414714566841238
"10","04","Iowa","Wisconsin","","1",2023-10-04,151,2,-0.00946086254762308,0.130732957160837,0.439188093492854,0.850462363222335,0.302946761283652,0.569996437269596
"10","04","New Mexico St.","UTEP","","",2023-10-04,87,67,0.0250553170886524,0.303458649113413,0.0499234464400203,0.360737317226744,0.423343349187225,0.430416089302359
"10","04","LSU","Arkansas","","14",2023-10-04,53,11,0.141883226020725,0.388353982224394,0.291276671072523,0.752877080078815,0.357926451968745,0.469115411718695
"10","04","Alabama","Tennessee","","12",2023-10-04,119,6,0.00388045731192261,0.201192121718053,0.316199772487356,0.817414152476937,0.312831424620368,0.522082907416426
"10","05","Buffalo","Central Mich.","","",2023-10-05,82,227,0.0197290077671225,0.315844700035946,-0.221634092977857,0.043075218964569,0.500818076470641,0.362599951614465
"10","05","Kent St.","Western Mich.","","",2023-10-05,278,42,-0.203493724280778,-0.152406655384999,0.122535735423407,0.502735453858738,0.336348205203898,0.561763905462289
"10","05","UNC Greensboro","The Citadel","","",2023-10-05,319,182,-0.417791329234576,-0.214679926242198,-0.167046883242966,0.175071305130374,0.362103926755959,0.505253437420279
"10","05","Akron","Eastern Mich.","","",2023-10-05,200,275,-0.10757879004636,0.0329984216519573,-0.320459122230176,-0.0430528349889194,0.490524275905605,0.406108551513385
"10","05","Tarleton St.","Utah Tech","","",2023-10-05,180,197,-0.0785142913566049,0.0936213370515468,-0.112714231728767,0.0448445706387889,0.475833758599814,0.442023428458402
"10","05","Miami (OH)","Toledo","","",2023-10-05,276,198,-0.327169713124888,-0.0390996897593124,-0.195498633433285,0.12661393929479,0.394803474552936,0.454372921114145
"10","05","SFA","California Baptist","","",2023-10-05,56,165,0.131038838508804,0.375517430876173,-0.172542445197874,0.245132010257716,0.478145270980602,0.360158011694015
"10","05","Ohio","NIU","","",2023-10-05,75,214,0.0266621535085693,0.349744172849442,-0.228013809379195,0.0948142832076798,0.489618089967125,0.353343058503242
"10","05","Southern Miss.","ULM","","",2023-10-05,123,269,-0.0806490222200525,0.276959972558072,-0.306744596560268,-0.0183276766630012,0.491075241616923,0.351985500446826
"10","05","Abilene Christian","Southern Utah","","",2023-10-05,183,223,-0.124890773673516,0.127053066324561,-0.149152700885056,-0.00781382008376646,0.477400799760778,0.424867208292445
